date,fear_greed_score
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13,13
2025-04-13 17:59:53,13
